Year,Region,Civilians Wounded
2011,Middle East & North Africa,2
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,22
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,5
2011,Middle East & North Africa,22
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,8
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,4
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,19
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,4
2011,Middle East & North Africa,3
2011,Middle East & North Africa,3
2011,Middle East & North Africa,2
2011,Middle East & North Africa,3
2011,Middle East & North Africa,2
2011,Middle East & North Africa,4
2011,Middle East & North Africa,4
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,7
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,4
2011,Middle East & North Africa,2
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,5
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,5
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,5
2011,Middle East & North Africa,15
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,3
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,3
2011,Middle East & North Africa,2
2011,Middle East & North Africa,4
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,8
2011,Middle East & North Africa,1
2011,Middle East & North Africa,5
2011,Middle East & North Africa,3
2011,Middle East & North Africa,3
2011,Middle East & North Africa,6
2011,Middle East & North Africa,17
2011,Middle East & North Africa,6
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,
2011,Middle East & North Africa,11
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,8
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,5
2011,Middle East & North Africa,4
2011,Middle East & North Africa,4
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,4
2011,Middle East & North Africa,1
2011,Middle East & North Africa,5
2011,Middle East & North Africa,1
2011,Middle East & North Africa,10
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,4
2011,Middle East & North Africa,3
2011,Middle East & North Africa,6
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,
2011,Middle East & North Africa,3
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,4
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,9
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,1
2011,Middle East & North Africa,80
2011,Middle East & North Africa,5
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,6
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,5
2011,Middle East & North Africa,19
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,5
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,4
2011,Middle East & North Africa,0
2011,Middle East & North Africa,4
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,13
2011,Middle East & North Africa,3
2011,Middle East & North Africa,4
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,5
2011,Middle East & North Africa,2
2011,Middle East & North Africa,5
2011,Middle East & North Africa,4
2011,Middle East & North Africa,2
2011,Middle East & North Africa,4
2011,Middle East & North Africa,5
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,7
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,25
2011,Middle East & North Africa,5
2011,Middle East & North Africa,0
2011,Middle East & North Africa,4
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,3
2011,Middle East & North Africa,7
2011,Middle East & North Africa,7
2011,Middle East & North Africa,5
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,7
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,2
2011,Middle East & North Africa,9
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,
2011,Middle East & North Africa,6
2011,Middle East & North Africa,1
2011,Middle East & North Africa,9
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,45
2011,Middle East & North Africa,18
2011,Middle East & North Africa,18
2011,Middle East & North Africa,4
2011,Middle East & North Africa,56
2011,Middle East & North Africa,4
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,8
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,8
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,4
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,5
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,3
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,3
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,4
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,6
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,4
2011,Middle East & North Africa,2
2011,Middle East & North Africa,23
2011,Middle East & North Africa,5
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,3
2011,Middle East & North Africa,3
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,2
2011,Middle East & North Africa,3
2011,Middle East & North Africa,3
2011,Middle East & North Africa,5
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,4
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,3
2011,Middle East & North Africa,1
2011,Middle East & North Africa,10
2011,Middle East & North Africa,9
2011,Middle East & North Africa,14
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,21
2011,Middle East & North Africa,44
2011,Middle East & North Africa,5
2011,Middle East & North Africa,6
2011,Middle East & North Africa,8
2011,Middle East & North Africa,6
2011,Middle East & North Africa,14
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,6
2011,Middle East & North Africa,0
2011,Middle East & North Africa,3
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,0
2011,Middle East & North Africa,
2011,Middle East & North Africa,83
2011,Middle East & North Africa,83
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,2
2011,Middle East & North Africa,12
2011,Middle East & North Africa,0
2011,Middle East & North Africa,6
2011,Middle East & North Africa,4
2011,Middle East & North Africa,32
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,2
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,9
2011,Middle East & North Africa,0
2011,Middle East & North Africa,5
2011,Middle East & North Africa,1
2011,Middle East & North Africa,1
2011,Middle East & North Africa,0
2011,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,4
2012,Middle East & North Africa,5
2012,Middle East & North Africa,4
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,5
2012,Middle East & North Africa,0
2012,Middle East & North Africa,4
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,13
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,3
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,70
2012,Middle East & North Africa,19
2012,Middle East & North Africa,18
2012,Middle East & North Africa,16
2012,Middle East & North Africa,16
2012,Middle East & North Africa,2
2012,Middle East & North Africa,4
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,5
2012,Middle East & North Africa,5
2012,Middle East & North Africa,7
2012,Middle East & North Africa,5
2012,Middle East & North Africa,3
2012,Middle East & North Africa,
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,8
2012,Middle East & North Africa,46
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,9
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,5
2012,Middle East & North Africa,1
2012,Middle East & North Africa,13
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,13
2012,Middle East & North Africa,28
2012,Middle East & North Africa,24
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,32
2012,Middle East & North Africa,10
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,
2012,Middle East & North Africa,0
2012,Middle East & North Africa,11
2012,Middle East & North Africa,7
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,6
2012,Middle East & North Africa,4
2012,Middle East & North Africa,12
2012,Middle East & North Africa,3
2012,Middle East & North Africa,3
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,13
2012,Middle East & North Africa,1
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,131
2012,Middle East & North Africa,4
2012,Middle East & North Africa,5
2012,Middle East & North Africa,2
2012,Middle East & North Africa,16
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,12
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,12
2012,Middle East & North Africa,0
2012,Middle East & North Africa,4
2012,Middle East & North Africa,12
2012,Middle East & North Africa,0
2012,Middle East & North Africa,
2012,Middle East & North Africa,2
2012,Middle East & North Africa,4
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,27
2012,Middle East & North Africa,2
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,5
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,26
2012,Middle East & North Africa,
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,4
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,21
2012,Middle East & North Africa,26
2012,Middle East & North Africa,16
2012,Middle East & North Africa,13
2012,Middle East & North Africa,4
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,6
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,7
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,4
2012,Middle East & North Africa,5
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,13
2012,Middle East & North Africa,2
2012,Middle East & North Africa,
2012,Middle East & North Africa,0
2012,Middle East & North Africa,4
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,60
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,6
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,5
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,9
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,8
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,2
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,5
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,6
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,7
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,13
2012,Middle East & North Africa,1
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,3
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,4
2012,Middle East & North Africa,5
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,4
2012,Middle East & North Africa,3
2012,Middle East & North Africa,1
2012,Middle East & North Africa,3
2012,Middle East & North Africa,3
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,6
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,100
2012,Middle East & North Africa,100
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,6
2012,Middle East & North Africa,3
2012,Middle East & North Africa,3
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,14
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,6
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,2
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,6
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,7
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,11
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,21
2012,Middle East & North Africa,2
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,19
2012,Middle East & North Africa,3
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,2
2012,Middle East & North Africa,11
2012,Middle East & North Africa,3
2012,Middle East & North Africa,9
2012,Middle East & North Africa,15
2012,Middle East & North Africa,32
2012,Middle East & North Africa,5
2012,Middle East & North Africa,3
2012,Middle East & North Africa,5
2012,Middle East & North Africa,3
2012,Middle East & North Africa,8
2012,Middle East & North Africa,8
2012,Middle East & North Africa,60
2012,Middle East & North Africa,10
2012,Middle East & North Africa,8
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,6
2012,Middle East & North Africa,10
2012,Middle East & North Africa,5
2012,Middle East & North Africa,5
2012,Middle East & North Africa,5
2012,Middle East & North Africa,2
2012,Middle East & North Africa,5
2012,Middle East & North Africa,7
2012,Middle East & North Africa,8
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,7
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,9
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,50
2012,Middle East & North Africa,0
2012,Middle East & North Africa,6
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,5
2012,Middle East & North Africa,2
2012,Middle East & North Africa,1
2012,Middle East & North Africa,3
2012,Middle East & North Africa,3
2012,Middle East & North Africa,10
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,
2012,Middle East & North Africa,16
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,
2012,Middle East & North Africa,22
2012,Middle East & North Africa,0
2012,Middle East & North Africa,20
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,5
2012,Middle East & North Africa,15
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,10
2012,Middle East & North Africa,10
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,4
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,
2012,Middle East & North Africa,
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,
2012,Middle East & North Africa,
2012,Middle East & North Africa,
2012,Middle East & North Africa,
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,
2012,Middle East & North Africa,2
2012,Middle East & North Africa,7
2012,Middle East & North Africa,1
2012,Middle East & North Africa,1
2012,Middle East & North Africa,2
2012,Middle East & North Africa,4
2012,Middle East & North Africa,4
2012,Middle East & North Africa,8
2012,Middle East & North Africa,7
2012,Middle East & North Africa,4
2012,Middle East & North Africa,5
2012,Middle East & North Africa,2
2012,Middle East & North Africa,3
2012,Middle East & North Africa,4
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,4
2012,Middle East & North Africa,3
2012,Middle East & North Africa,2
2012,Middle East & North Africa,3
2012,Middle East & North Africa,7
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,8
2012,Middle East & North Africa,1
2012,Middle East & North Africa,4
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,3
2012,Middle East & North Africa,4
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,5
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,5
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,7
2012,Middle East & North Africa,1
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,
2012,Middle East & North Africa,2
2012,Middle East & North Africa,2
2012,Middle East & North Africa,2
2012,Middle East & North Africa,70
2012,Middle East & North Africa,70
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,5
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,25
2012,Middle East & North Africa,12
2012,Middle East & North Africa,16
2012,Middle East & North Africa,3
2012,Middle East & North Africa,0
2012,Middle East & North Africa,0
2012,Middle East & North Africa,4
2012,Middle East & North Africa,4
2012,Middle East & North Africa,10
2012,Middle East & North Africa,8
2012,Middle East & North Africa,24
2012,Middle East & North Africa,21
2012,Middle East & North Africa,21
2012,Middle East & North Africa,31
2012,Middle East & North Africa,0
2012,Middle East & North Africa,27
2012,Middle East & North Africa,8
2012,Middle East & North Africa,3
2012,Middle East & North Africa,10
2012,Middle East & North Africa,10
2012,Middle East & North Africa,28
2012,Middle East & North Africa,1
2012,Middle East & North Africa,4
2012,Middle East & North Africa,0
2012,Middle East & North Africa,24
2012,Middle East & North Africa,12
2012,Middle East & North Africa,0
2012,Middle East & North Africa,2
2012,Middle East & North Africa,
2012,Middle East & North Africa,0
